"review-data href","audience-reviews__name","audience-reviews__name href","audience-reviews__duration","audience-reviews__review","Sentiment"
"https://www.rottentomatoes.com/profiles/AlBF6yuGeiJySnzF6NTZKHkOCaaC24S8LsqoukGiaaCyridNc6pfrpu11C8ASnxCXGuZQi99CrphO4Fn4SbJFpWtqGILDtLwfaDFRoImdHae","ERNESTO ELIU S","https://www.rottentomatoes.com/profiles/AlBF6yuGeiJySnzF6NTZKHkOCaaC24S8LsqoukGiaaCyridNc6pfrpu11C8ASnxCXGuZQi99CrphO4Fn4SbJFpWtqGILDtLwfaDFRoImdHae","Apr 18, 2024","Me gusto mucho, la banda sonora, actuaciones, fotografía","1"
"https://www.rottentomatoes.com/profiles/dQ8Helum4sLPTz2HDOTkqiV9SKKCvzs1Qu9KcNkseeC8yiAbcNOSvjFzzCOzFpeINaiG0fooCbmuwVFkJSDwsNqhY4u10hZdFqwFOmsrDFe6","Ian T","https://www.rottentomatoes.com/profiles/dQ8Helum4sLPTz2HDOTkqiV9SKKCvzs1Qu9KcNkseeC8yiAbcNOSvjFzzCOzFpeINaiG0fooCbmuwVFkJSDwsNqhY4u10hZdFqwFOmsrDFe6","Apr 18, 2024","The ending was a little rushed, but overall a great movie. Can’t wait for Dune: Messiah.","1"
"https://www.rottentomatoes.com/profiles/oreHDYHJZH9gFN4herhaDiyVI66CJQIlZHzgcRWfllCZOipncxLTJvImmCXKu6bTdDubMTNNC0NI2Yh9ru2KfzaI0zIpKFxzfo0igzh9OhGO","","","Apr 18, 2024","Tremendous..
Potential to rival The Lord Of The Rings trilogy!!","1"
"https://www.rottentomatoes.com/profiles/wLghkmFGQFvLcqdFMlf0pco0HVVCbQFD4U9Dsbki66CQoi8xsYBcgxhBBCrOFQruMlhqAC99C1nsmafkWuMYSWNu2LHkyiqdhbduJRtaWcqN","Nick S","https://www.rottentomatoes.com/profiles/wLghkmFGQFvLcqdFMlf0pco0HVVCbQFD4U9Dsbki66CQoi8xsYBcgxhBBCrOFQruMlhqAC99C1nsmafkWuMYSWNu2LHkyiqdhbduJRtaWcqN","Apr 18, 2024","Excellent adaptation. This movie is pure art.","1"
"https://www.rottentomatoes.com/profiles/802FM2fWNiNdSMji6zszWFj0ueeCMqT9YfV8UvZuGGCokiWgSzXuAjHllCqLuQ4FnxFk8CAACvyuRqIvoumyFV4IRGuNVuPlu2JIqkCzvIgL","Paballo R","https://www.rottentomatoes.com/profiles/802FM2fWNiNdSMji6zszWFj0ueeCMqT9YfV8UvZuGGCokiWgSzXuAjHllCqLuQ4FnxFk8CAACvyuRqIvoumyFV4IRGuNVuPlu2JIqkCzvIgL","Apr 18, 2024","(SPOILER ALERT) It's a great movie. Can't wait for part 3. I liked everything except the part where Paul seemed unbothered by her mother's changed personality after drinking the water of life. Or maybe something flew over my head there, idk.","1"
"https://www.rottentomatoes.com/profiles/OyqIBKcgvfrqhwAfjDcBlFMLukkC8ofrLIWnf0ef22CNniz8H9pFLdSKKC9NSG1SeyHKjFGGCkVsL6TkRsYouogFolTKbi0KsRbumgIaYF8D","Jesse M","https://www.rottentomatoes.com/profiles/OyqIBKcgvfrqhwAfjDcBlFMLukkC8ofrLIWnf0ef22CNniz8H9pFLdSKKC9NSG1SeyHKjFGGCkVsL6TkRsYouogFolTKbi0KsRbumgIaYF8D","Apr 18, 2024","Best epic in years, top 5 ever.  
The sound is phenomenal. Best seen in theatres","1"
"https://www.rottentomatoes.com/profiles/wP6U6etm0IvgtLnfMDuvnsoaIVVCbkTKqI9zFbki66CQoi86iPoHgAiBBCxYuLVsMWIqOc99C1aSm1HkWuMofWkt8oI2DCqBTbrTJZcvZHbN","","","Apr 18, 2024","Best Sci Fi film in 25 years","1"
"https://www.rottentomatoes.com/profiles/AlGs6ohGNSkWipOhK0UZKHKPhaaC9Vsx4iqdTkGiaaCyridnI6nsr4i11C8kfgVTXDfmrc99CrbiOPTnosegFpNIe2cLouLrSv1tRwsmVhaX","Darren L","https://www.rottentomatoes.com/profiles/AlGs6ohGNSkWipOhK0UZKHKPhaaC9Vsx4iqdTkGiaaCyridnI6nsr4i11C8kfgVTXDfmrc99CrbiOPTnosegFpNIe2cLouLrSv1tRwsmVhaX","Apr 18, 2024","Nobody likes remakes. I get it. However, to spite the high reviews this is a worthless production that is cinematic with poor dialogue that doesn't particularly tell any story. While great to look at, it's just a collective conglomerate of images with poor dialogue, poor castings and even worse acting.","0"
"https://www.rottentomatoes.com/profiles/GPlS0MFGlIeAsp4F2eFMmIwNCeeCQNiLZuVMfjZiRRCzRi1KTkwiwBFllCZvueKsjMTZliYYCDyuw1IgBHvmSmWuGgtx1IZqhJDi81hVWTYw","Jon G","https://www.rottentomatoes.com/profiles/GPlS0MFGlIeAsp4F2eFMmIwNCeeCQNiLZuVMfjZiRRCzRi1KTkwiwBFllCZvueKsjMTZliYYCDyuw1IgBHvmSmWuGgtx1IZqhJDi81hVWTYw","Apr 18, 2024","Well . . .  the movie was not anything like I expected - unfortunately,  I know the actual story, and saw the original Dune -- and this has very little to do with either.  In fact,  since I also saw Dune I -- which wasn't that bad,  it has little to do with that, either.   If you've seen the original -- do yourself a big favor and skip this totally messed up non-version.  You'll hate it.  As a movie, the first 3/4 were just plain boring.  It didn't follow the original story -- looked like it took place in the Middle East with a cast and costumes seemingly taken out of the Arabian slums, and speaking what sounded like an Arabic dialogue.  I found that kind of offensive.  What followed was a tedious attempt at the characters trying to explain the plot as unsuccessfully as possible.  It was awful.  Then,  the last half hour or so -- you get a total revision on what the original Dune was -- but with lots of action.  If you could somehow manage to rid your mind of the actual story by Frank Herbert -- that last part wasn't that bad -- three stars for that part, but you had to sit thru about 90 minutes or more of pure torture to get to it.   Anyway -- terrible script.  Lousy story.   Great cinematography of lousy scenes and scenery -- the direction was awful.  I don't understand  how this got good ratings.","0"
"https://www.rottentomatoes.com/profiles/42zcoAuk0SLqfXxhxgFXriLwTPPCMLTg2HvZTlDsyyC8oiRwHdRfq4uyyCGwurzc9mSMxuOOCGKSoKideCLqSOBfBdCG8F19crbHB2FyVh1d","Jennifer H","https://www.rottentomatoes.com/profiles/42zcoAuk0SLqfXxhxgFXriLwTPPCMLTg2HvZTlDsyyC8oiRwHdRfq4uyyCGwurzc9mSMxuOOCGKSoKideCLqSOBfBdCG8F19crbHB2FyVh1d","Apr 18, 2024","I wish that I had read the book.  I probably still will.  The acting was great, the effects were great.  I wish, hope that there will be more.  I am not sure about the ending, that is why I wish that I had read the book.  It kinda leaves you handing like there will be another movie.  3 hours is a long time to sit in a theater but the Pavillions does have some very comfortable seats.  I didn't fall asleep but I am so ready for a nap.","1"
"https://www.rottentomatoes.com/profiles/QwYF6XFmkHkQceWu6muXOfLRF66CbYhmkFQAs40iqqCRLi6muQaTK1ippC8gF0gI1yTeZuDDC8GFxKSbLuxPfXjS8WtNRh4dhm9svzfoZtMQ","Tanner B","https://www.rottentomatoes.com/profiles/QwYF6XFmkHkQceWu6muXOfLRF66CbYhmkFQAs40iqqCRLi6muQaTK1ippC8gF0gI1yTeZuDDC8GFxKSbLuxPfXjS8WtNRh4dhm9svzfoZtMQ","Apr 18, 2024","A fantastic spectacle of a movie!","1"
"https://www.rottentomatoes.com/profiles/X6yFY4fAGsBZS12ieMI8qsAWHRRCbkFN2uodiyQT11CPYiZoFOvtVYiooCJZubjc4dhz8uOOCmnFzQI0QuOkI2jskpFkATYjtXLcO2SzMulR","Sebastian M","https://www.rottentomatoes.com/profiles/X6yFY4fAGsBZS12ieMI8qsAWHRRCbkFN2uodiyQT11CPYiZoFOvtVYiooCJZubjc4dhz8uOOCmnFzQI0QuOkI2jskpFkATYjtXLcO2SzMulR","Apr 18, 2024","I loved this film. The pacing was right, the stroy telling, the action, the belief behind the reasoning and choices, the arcs, the drama, the dilemas. It was a masterpiece! The actors. the director are all amazing ! Well done ! I cant wait for the third and I want to see these actors and director more !!!","1"
"https://www.rottentomatoes.com/profiles/Qw4u6XFmPf0mup1SvmFJaUaDc66CBqT6esQJU40iqqCRLiPOidMc4nuppCdXungFrotoxIDDCpjIABf2ZIxpIXyiQyTN1T4jum6SvGiaRsX2","Marcus P","https://www.rottentomatoes.com/profiles/Qw4u6XFmPf0mup1SvmFJaUaDc66CBqT6esQJU40iqqCRLiPOidMc4nuppCdXungFrotoxIDDCpjIABf2ZIxpIXyiQyTN1T4jum6SvGiaRsX2","Apr 18, 2024","With its fast-paced action, shocking plot twists, and masterful soundtrack, Dune: Part Two puts its audience on the edge of their seats and leaves their heads spinning for hours afterward. I cannot remember a time when I was so enthralled by a film as I was when watching this remarkable sequel. It takes full advantage of the movie theater’s audio and visual superiority and, despite its longer-than-average runtime, keeps viewers actively engaged and hanging on every word and knife fight.
After a slow first entry to the new film depictions of Frank Herbert’s classic sci-fi novel series, Denis Villeneuve makes good use of the work cut out for him and only enhances it with his own contributions. The narrative, though expected by those familiar with the novels, is mostly foreign to Hollywood in its protagonist’s character arc—namely, in his downfall. Paul Atreides, seemingly justified in his pursuit of assimilating into the Fremen people to join in their rebellion against House Harkonnen, slowly crumbles under the pressure of those who suspect him to be the prophesied messiah figure of the Fremen. This downfall comes certainly as a surprise but is not unexplainable given his desire for vengeance, especially after the local Fremen village is destroyed by the Harkonnen.
The deep, underlying existential questions this film provokes are too innovative and refreshing. An example of this is how Paul’s rise to the Fremen throne highlights the reality that even the morally upright may be corrupted by unchecked access to power. His mission for justice quickly turns into a tyrannical bloodthirst as the one voice of reason, Chani, is drowned out by the voices of those singing his praise. The tragedy of their love story falling to pieces as he both pledges lifelong faithfulness to her and, in practically the same breath, takes the hand of Princess Irulan in a politically strategic betrothal was equally shocking since Dune: Part One left its audience anticipating only the continuation of their romance.
All in all, the groundbreaking elements of the plot, texture, and action sequences in Dune: Part Two left me eager for more. The underlying questions to do with corruption, oppression, and even messianic mythos offered unexpected depth. Call me a poor critic, but I don’t have anything negative to say about Villeneuve’s finest.","1"
"https://www.rottentomatoes.com/profiles/LrGsx8Tg1uP0fYlTpocNbua4uvvCG0SWZi4YsVaF99CAYiYeIdKIVmsmmC4xunMS2aIzoIPPC2BiWvtWRTb1iBpUJ1CgGInquBQIM2fvRIb9","Daniel  P","https://www.rottentomatoes.com/profiles/LrGsx8Tg1uP0fYlTpocNbua4uvvCG0SWZi4YsVaF99CAYiYeIdKIVmsmmC4xunMS2aIzoIPPC2BiWvtWRTb1iBpUJ1CgGInquBQIM2fvRIb9","Apr 18, 2024","Simplemente espectacular un rotundo 5/5 no hay mas que agregar.","1"
"https://www.rottentomatoes.com/profiles/m8AIOQUbyhabSknId8sQwIx0IVVCoDiJoIRqUAWhLLCZoiJjhbkTeWfzzCreujXH1VFrNtPPCKLu0yhXvfj9smPI8OTD4IkqS4nhlRTyXc9b","Eric S","https://www.rottentomatoes.com/profiles/m8AIOQUbyhabSknId8sQwIx0IVVCoDiJoIRqUAWhLLCZoiJjhbkTeWfzzCreujXH1VFrNtPPCKLu0yhXvfj9smPI8OTD4IkqS4nhlRTyXc9b","Apr 17, 2024","What has been achieved here is nothing short of a miracle. By circumventing a traditional Three-Act story structure and doubling down on the visual evolution of the trilogy, Part Two elaborates, harmonizes, and bursts at the seam with artistic richness far beyond what part one was capable of. By just letting moments exist as they are, you fully represent real art. Dune Part Two is not just a movie to watch, but a vision to experience. This is one of, if not THE greatest photographed movies of all time.","1"
"https://www.rottentomatoes.com/profiles/42Bsomck0SKnSlLIxgFXesLbfPPCMqhgjFxOFBvfyyC8oiRaIgDuqmIyyCGVFaOh9YFmDuOOC2Biaycdzcbjty4CBdCPws1ysr4flJtygT1P","Joe B","https://www.rottentomatoes.com/profiles/42Bsomck0SKnSlLIxgFXesLbfPPCMqhgjFxOFBvfyyC8oiRaIgDuqmIyyCGVFaOh9YFmDuOOC2Biaycdzcbjty4CBdCPws1ysr4flJtygT1P","Apr 17, 2024","I rarely post a review on movies, and im very VERY picky about my movies... This movie is a masterpiece. 
the story, the music, the mystery encapsulates you on this amazing other worldly ride that is something i will never forget. Raises the bar on what good cinema is.","1"
"https://www.rottentomatoes.com/profiles/BQdsW4ueAHgehz6uyatAei1afVVCdpF8phB4sYzI99Cj9iOLc9bsk1FDDC1gFdoiOVsKkuppCg4ClqhNzH9AuL6HgytXvhAjf0MCx9FrAfzo","Shane H","https://www.rottentomatoes.com/profiles/BQdsW4ueAHgehz6uyatAei1afVVCdpF8phB4sYzI99Cj9iOLc9bsk1FDDC1gFdoiOVsKkuppCg4ClqhNzH9AuL6HgytXvhAjf0MCx9FrAfzo","Apr 17, 2024","This is pure cinema. This is also the only good movie from this year so far.","1"
"https://www.rottentomatoes.com/profiles/KXkIkaFQMF6QsgeI8lI91INat44ClguzbcyztzZuggCLMiApU6zIVLIwwCwoIDOHoyHOehwwCeViOJIeaSoOF8YcAahxQfQWiYMcBpinztZM","Sam M","https://www.rottentomatoes.com/profiles/KXkIkaFQMF6QsgeI8lI91INat44ClguzbcyztzZuggCLMiApU6zIVLIwwCwoIDOHoyHOehwwCeViOJIeaSoOF8YcAahxQfQWiYMcBpinztZM","Apr 17, 2024","As someone who has seen the incredibly needlessly complicated 1984 version, the adequate 2000's miniseries, and the incredible 2021 Part One, I can honestly say this is by far the best Dune film ever made. It's pretty much perfect in terms of pacing, storytelling and it's action to drama ratio. Even though it pushes towards 3 hours long, it's a brisk and enthralling experience that moves along and does everything right. I know it's early, but this could be the best film of the year.","1"
"","Penni S","","Apr 17, 2024","I was on the edge of my seat the whole time...and I'm eager for part 3 to continue the story.","1"
"https://www.rottentomatoes.com/profiles/2dqHWJF0Rsn9u9oSeOszOI1NixxCbRI6wFLxTpOFAACnqiWVu8mTwru44CGvFbxskdFMwFNNCPeHpDiAGsqOCbKHleiO6tP0Sg2SjNTOQI0l","Tamara B","https://www.rottentomatoes.com/profiles/2dqHWJF0Rsn9u9oSeOszOI1NixxCbRI6wFLxTpOFAACnqiWVu8mTwru44CGvFbxskdFMwFNNCPeHpDiAGsqOCbKHleiO6tP0Sg2SjNTOQI0l","Apr 17, 2024","I wouldn't go as far to say it was a bad movie but it was disappointing. I had high expectations after the first movie and the writing and editing left a lot to be desired. Character development was practically none existent. Pretty much same design as first movie without the ""soul""...","0"
"https://www.rottentomatoes.com/profiles/AlJu6QfkwCkWipgu60IYlfKAiaaC2vfxzhqPhk2faaCyridNcgecrDs11C8ASgbuXDfZQi99Cr6sOMsnJIbKfpNIeku6DuLWsamhRoIkVujY","Nwali N","https://www.rottentomatoes.com/profiles/AlJu6QfkwCkWipgu60IYlfKAiaaC2vfxzhqPhk2faaCyridNcgecrDs11C8ASgbuXDfZQi99Cr6sOMsnJIbKfpNIeku6DuLWsamhRoIkVujY","Apr 17, 2024","Absolutely loved Dune 2. Loved the character development of Paul and storyline was overall thrilling.","1"
"","James M","","Apr 17, 2024","such a great movie from start to finish","1"
"https://www.rottentomatoes.com/profiles/M4eHo8FzjF1ACDmHrWSbqTjWIXXCyZcGDikWCABTLLCVJi9dSMXsvVIQQCMjt2gcKQUBwTZZCVrFAQi8vul0CzDcVdFZpIJVFW4Izafj0SOa","Nicholas L","https://www.rottentomatoes.com/profiles/M4eHo8FzjF1ACDmHrWSbqTjWIXXCyZcGDikWCABTLLCVJi9dSMXsvVIQQCMjt2gcKQUBwTZZCVrFAQi8vul0CzDcVdFZpIJVFW4Izafj0SOa","Apr 17, 2024","I love this movie. It was a long one, but I wish it went on for longer. The CGI visuals were the best in any movie I have ever seen. This franchise has the potential to be a Star Wars type classic if continued on the right path. However, (and this is something I can look over) Zendaya was not the right choice for this role. I cannot wait for Dune 3 to come out.","1"
"https://www.rottentomatoes.com/profiles/42LCoyC61FLOhlatxJuXesKqCPPCM6IgDuveFlLTyyC8oi8jIdrSqriyyCGVFayinRuMaIOOC2auovFdeCLjuy0cBNsP1i1XHdwcBoSyqs1Z","Remington K","https://www.rottentomatoes.com/profiles/42LCoyC61FLOhlatxJuXesKqCPPCM6IgDuveFlLTyyC8oi8jIdrSqriyyCGVFayinRuMaIOOC2auovFdeCLjuy0cBNsP1i1XHdwcBoSyqs1Z","Apr 17, 2024","An incredible film from start to finish. Amazing acting, writing, sound, and effects make this a must see (after watching the almost as good part 1, of course).","1"
"","TLC","","Apr 17, 2024","I immediately wanted to see it again.","1"
"https://www.rottentomatoes.com/profiles/yBXsYPijwsKzFzBHP9TqbsAvfjjCYvswnc4kHp8C66CjAiBvSYMCNMTzzC6gTPJuqoCWzixxCAVh4BfvBHBYT2VSDAiBRH1vCwLfONsyLcaM","Rogue 5","https://www.rottentomatoes.com/profiles/yBXsYPijwsKzFzBHP9TqbsAvfjjCYvswnc4kHp8C66CjAiBvSYMCNMTzzC6gTPJuqoCWzixxCAVh4BfvBHBYT2VSDAiBRH1vCwLfONsyLcaM","Apr 17, 2024","It's an amazing sequel to the first movie with much action and character development.","1"
"","Randall T","","Apr 17, 2024","Special effects were assume but storyline was difficult to follow at times","2"
"https://www.rottentomatoes.com/profiles/jnLuG0HpbIAlsQyhdVhpbuBDu00CaPcn1CqLugYuLLCWbiMkUzbuQ1FDDCmwuGxfkLho8TXXClLI9rCWDC9PIWrhnBINvHB6T9nTq1uAkTwW","Paul  G","https://www.rottentomatoes.com/profiles/jnLuG0HpbIAlsQyhdVhpbuBDu00CaPcn1CqLugYuLLCWbiMkUzbuQ1FDDCmwuGxfkLho8TXXClLI9rCWDC9PIWrhnBINvHB6T9nTq1uAkTwW","Apr 17, 2024","This movie is very dumb from start till the end I walked went to the bathroom and never went back just a boring 2 hours takes place in a desert with hardly any English","0"
"","Nancyfrog","","Apr 17, 2024","Dune II is a very intense film.  If you are familiar with the story it is still a wow.  
Watch Timothee Chalamet turn from lost boy into a powerful man.  Almost too many powerful characters to keep up with. The actors and effects are on an enormous scale.","1"
"https://www.rottentomatoes.com/profiles/r8OIp6tAWSGJF1wUqyIVbfGeTZZCrZFMxTRofZJuGGCZQiPBsw0c9nTmmCmLIX9FgOhWmfggCOetO9fRKhqoHKNcGgurzIQPTVWHDOIxatyP","Ian B","https://www.rottentomatoes.com/profiles/r8OIp6tAWSGJF1wUqyIVbfGeTZZCrZFMxTRofZJuGGCZQiPBsw0c9nTmmCmLIX9FgOhWmfggCOetO9fRKhqoHKNcGgurzIQPTVWHDOIxatyP","Apr 16, 2024","Great cinematography. Plot was a bit lacking.","1"
"","CP","","Apr 16, 2024","Excellent effects, costume design, score, picture, and most of all, story. Simply Sci Fi at its best. Oh, and an all-star cast. 11 thumbs up!!!","1"
"https://www.rottentomatoes.com/profiles/WYlu8OuDPSGJfLyHvdC8riRBFGGCaNF1RuaMcPmfbbCexi8eFJLsmJceeCzdIpOuxoFpNH11CYBHlDuOkFWYFk0c6muqGCydTavuOYSZ0C4m","Dave L","https://www.rottentomatoes.com/profiles/WYlu8OuDPSGJfLyHvdC8riRBFGGCaNF1RuaMcPmfbbCexi8eFJLsmJceeCzdIpOuxoFpNH11CYBHlDuOkFWYFk0c6muqGCydTavuOYSZ0C4m","Apr 16, 2024","A masterpiece. An absolute step up from part 1.","1"
"https://www.rottentomatoes.com/profiles/qxPcX9fpnFyzFRJhz1h2qukLHzzCZpC6WHMRSwWsmmCkniYAiGwTRkhXXCpMu2MFo2FakSPPC16uGOcdycXNf9MHZPuqnswZFOnC1WfOpiwN","Stephane  L","https://www.rottentomatoes.com/profiles/qxPcX9fpnFyzFRJhz1h2qukLHzzCZpC6WHMRSwWsmmCkniYAiGwTRkhXXCpMu2MFo2FakSPPC16uGOcdycXNf9MHZPuqnswZFOnC1WfOpiwN","Apr 16, 2024","I loved the film and the music is magnificent. It's grandiose! Bravo! Mr. Villeneuve","1"
"https://www.rottentomatoes.com/profiles/L2Ytx8Tl1hPQIY2SpkuAXuaxFvvCGqcWbHnecVaF99CAYiYkcr1iypcmmCydInlu2zf4aiPPCJQfWbuB8iqZcBlCv0sqGTnXIBMhdvFQRTLn","Gloria L","https://www.rottentomatoes.com/profiles/L2Ytx8Tl1hPQIY2SpkuAXuaxFvvCGqcWbHnecVaF99CAYiYkcr1iypcmmCydInlu2zf4aiPPCJQfWbuB8iqZcBlCv0sqGTnXIBMhdvFQRTLn","Apr 16, 2024","A visual experience you don't want to miss. Beautiful scenes, great cast and intersting new characters. You get hooked from the start to the end.","1"
"","Joe","","Apr 16, 2024","Best Sci Fi movie I have ever watched. Brilliant cinematography. Truly made the book come to life on screen. Amazing cast!!","1"
"https://www.rottentomatoes.com/profiles/v6df9yFW4Ip1fgruWBsmaFZPCWWCjPfvjIZlimlHppCY9iD2UOLiA2HqqCyLurPIlnIzjTooCXDImKuzaiGosNoSxesMwcrJIg9feDs2vI40","Fearchar M","https://www.rottentomatoes.com/profiles/v6df9yFW4Ip1fgruWBsmaFZPCWWCjPfvjIZlimlHppCY9iD2UOLiA2HqqCyLurPIlnIzjTooCXDImKuzaiGosNoSxesMwcrJIg9feDs2vI40","Apr 16, 2024","Somewhere in a galaxy far away known as Hollywood a scriptwriter on fentanyl reads about an empire based on psychoactive substances, and soon it has an up-and-coming fascist hero who'll disrupt it by indulging in his own boutique designer hit giving him superpowers - with added revenge and religion in case it doesn't have enough spice. Stir in an obligatory good ol' faithful Murrican servant (Josh Brolin) who'll introduce him to the REALLY good stuff (nukes), and offer a hit to Stellan Skarsgård's agent, and you're all set to fantasise about blowing Lawrence of Arabia out of the, er, sand dunes. Except that even the continuity people are hitting that stuff so hard that the hero gets up with the ultra-psycho's knife sticking out of the side it wasn't stuck into and wins by ditching the heroine and setting up the wafer-thin characters for yet another never-ending Western-in-Space franchise.

Just in case you don't spot it (after all, you've been stupid enough to spend hours on this), the script spells it out for you as a ""holy war"" to be continued. Dune 3, 4, 5,.... coming your way soon. (Luckily for Mr Skarsgård, his character has been written out: he should do the same for his agent.)

A few questions do remain: How did Charlotte Rampling allow herself to get dragged into a bit part here? Is there really an inverse relationship between special effects and character depth? Is Holyrood now just a figment of the all-American dream spurred on by fentanyl? Does anyone seriously care?","0"
"https://www.rottentomatoes.com/profiles/YkwhGKu9Ds20HxBFryFyPCAQu66CRLfzXSA0H9qsKKCqviOAsAwu8LTvvCG9SKJFMPHwbCzzCdDhQWFRqikgumKHxZu2VIGKfA6hzvC4AH1K","Scott H","https://www.rottentomatoes.com/profiles/YkwhGKu9Ds20HxBFryFyPCAQu66CRLfzXSA0H9qsKKCqviOAsAwu8LTvvCG9SKJFMPHwbCzzCdDhQWFRqikgumKHxZu2VIGKfA6hzvC4AH1K","Apr 16, 2024","Paul does some training and rituals and starts a fight. Screenwriters pen down. A silly new Darth Vader to kill and a baby that talks. The continuing visual grandeur fails to overcome the feeling that this is an overlong cash-in.","0"
"https://www.rottentomatoes.com/profiles/x92hVWHwNIN8SrgFydIwMik4IjjCz6iVQU0BIwvImmCdxi2ZTNXTKOUjjCqpIZWhxrcMAINNCBeIRnTgQHZlF4pfxbHpqs90f1auDJHMyHqR","LR A","https://www.rottentomatoes.com/profiles/x92hVWHwNIN8SrgFydIwMik4IjjCz6iVQU0BIwvImmCdxi2ZTNXTKOUjjCqpIZWhxrcMAINNCBeIRnTgQHZlF4pfxbHpqs90f1auDJHMyHqR","Apr 16, 2024","A lot of great moments. I wish Paul's descent into Muad'dib was a little more thorough and heart wrenching, but it didn't take away from the absolute epic execution of this second installment. I'm looking forward to the finale and also rewatching them all back to back.","1"
"https://www.rottentomatoes.com/profiles/zWVs4acRvszJt6XumYFyMtNpsmmC4BfjAuexFBrhqqCzNi1Mu0Jf26ivvCkDIxLINoTBbFAACQLFZYFOqujACP9iXrurvCWVSBJcbQuLguDj","Hannah  R","https://www.rottentomatoes.com/profiles/zWVs4acRvszJt6XumYFyMtNpsmmC4BfjAuexFBrhqqCzNi1Mu0Jf26ivvCkDIxLINoTBbFAACQLFZYFOqujACP9iXrurvCWVSBJcbQuLguDj","Apr 16, 2024","What an absolute masterpiece! Denis just made his best film to date. Cannot wait for dune Mesiah!","1"
"https://www.rottentomatoes.com/profiles/2djfWASZGHnQh9MsMzcgAiPMFxxCbWFJpIvxhDeUAACnqi2ws8eiaAc44CGvFJ2CYjuQwCNNCPnsz1tAbfkJsb6iLMtBNHPDugMujViOQI06","Torin F","https://www.rottentomatoes.com/profiles/2djfWASZGHnQh9MsMzcgAiPMFxxCbWFJpIvxhDeUAACnqi2ws8eiaAc44CGvFJ2CYjuQwCNNCPnsz1tAbfkJsb6iLMtBNHPDugMujViOQI06","Apr 16, 2024","DUNE: PART TWO is a remarkable cinematic achievement. Shot primarily on location in natural light, using inventive new techniques, the film leverages incredible technical attention to detail in order to tell a strange, engrossing, sci-fi epic in truly grand style, with a depth, richness, and masterful pacing that demands multiple repeat viewings. Dune (the book) inspired a whole generation of sci-fi, and in Villeneuve's adaptation, the sweeping scale of Frank Herbert's vision appears fully realized.","1"
"https://www.rottentomatoes.com/profiles/wP6U6mum0IxAhLeHMaivwSoJuVVCbRSK4T9nTbki66CQoiP4HPbhdxuBBCxLIQqIM4uq9F99C1eImATDJsDBHZgs2ef2DCNmFblFPxfvKsq0","Chiao-Chi L","https://www.rottentomatoes.com/profiles/wP6U6mum0IxAhLeHMaivwSoJuVVCbRSK4T9nTbki66CQoiP4HPbhdxuBBCxLIQqIM4uq9F99C1eImATDJsDBHZgs2ef2DCNmFblFPxfvKsq0","Apr 16, 2024","Dune Part 1 is indeed sci-fi, but Part 2 is nothing about sci-fi – Part 2 is a very low-innovation-level film. No new idea about science… Nuclear power, the WWII invention, as the ultimate weapon in AG 10000+? (well, it's respectful to the original novel) Sand Worm, the Lord of the Sand, for transporting and hitting soldiers only? How come Sand Worm trumps high-tech? This film is not qualified to say ""a hunter"" – get some innovation from Monster Hunter Rise: Sunbreak, okay? What a waste for the great existence of Sand Worms!

Dune Part 2 has great Cast, but adopts ""deep-fake science"" for a sci-fi film. A sci-fi film without the science portion, what's the difference between the gorgeous scenes in Dune Part 2 and the ridiculous Harkonnen ceremony in it? To be an epic fiction might be the only fate for Dune… What a pity!

I felt no satisfaction after watching in the IMAX theatre… I would rather read more current tech patents and articles, word by word, to get some redemption. Come on, Hollywood! Do some right things!","0"
"https://www.rottentomatoes.com/profiles/pZXSMXTkPipxiyQikRIpZIgOuRRC92saAiXlibgIbbCWgi6LIpyfeZTNNClyuyRcrlS82SkkC2BHLOsdou0Ju6Yce4Hk8FPKC1XiDAslbswd","Troy D","https://www.rottentomatoes.com/profiles/pZXSMXTkPipxiyQikRIpZIgOuRRC92saAiXlibgIbbCWgi6LIpyfeZTNNClyuyRcrlS82SkkC2BHLOsdou0Ju6Yce4Hk8FPKC1XiDAslbswd","Apr 16, 2024","Wish it was more like the original Dune and even that wasn't as true to the book as it should of been. Still a good movie.","2"
"https://www.rottentomatoes.com/profiles/yrluYZFjdhKlHzPhPafQ0uAPijjCYwuezh4MTpVI66CjAiBGHZ2TNqIzzC6gTPLIqdFLACxxCAzS4rsvdTBwi2VSDRFBgf1NS4Pcl8u2PsaY","Jason","https://www.rottentomatoes.com/profiles/yrluYZFjdhKlHzPhPafQ0uAPijjCYwuezh4MTpVI66CjAiBGHZ2TNqIzzC6gTPLIqdFLACxxCAzS4rsvdTBwi2VSDRFBgf1NS4Pcl8u2PsaY","Apr 16, 2024","Unmatched visuals, cinematography and acting. The writing, not so much.","2"
