"review-data href","audience-reviews__name","audience-reviews__name href","audience-reviews__duration","audience-reviews__review"
"https://www.rottentomatoes.com/profiles/Nw8uDOFkPsgbczLIZmimvuQPIbbCALF8AcvrIWDuRRCv9izjHzlFj2HGGCDVF4aHlBijOT99Cj8CjaHljtZlu9YtKlIwVcwJF6msaru2Wtmj","Alik E","https://www.rottentomatoes.com/profiles/Nw8uDOFkPsgbczLIZmimvuQPIbbCALF8AcvrIWDuRRCv9izjHzlFj2HGGCDVF4aHlBijOT99Cj8CjaHljtZlu9YtKlIwVcwJF6msaru2Wtmj","Apr 20, 2024","a bit slow and too little plot"
"","Whit","","Apr 20, 2024","A real disappointment. Part one set the stage pretty well and part two fell flat.  Overly dark, poor casting, boring storytelling."
"https://www.rottentomatoes.com/profiles/9kwFoPCMBiMLCweHenFxYubPS88CJNun6tBmfyNFVVC2KiRlfAvCvXSPPCkeugGs0RfBofXXCakc2XiNKI8ziYJuOVFZOFjYtGzHNACpGSMJ","Corey L","https://www.rottentomatoes.com/profiles/9kwFoPCMBiMLCweHenFxYubPS88CJNun6tBmfyNFVVC2KiRlfAvCvXSPPCkeugGs0RfBofXXCakc2XiNKI8ziYJuOVFZOFjYtGzHNACpGSMJ","Apr 20, 2024","Awful. Took me three days to watch its entirety, it was that painful to view. What a piece of garbage. I’ll take the original any day of the week."
"","Roland T","","Apr 20, 2024","Nothing short of a magnificent movie!!"
"https://www.rottentomatoes.com/profiles/NwBCDptBoUmvuoeFZKFm8IqnsbbCA6sdZsx4CW8FRRCv9izVSzgIjYuGGCDNu4VirLFjGu99CDqIjWflOFZQIv2uKGhoRFwQh2GUwYuBRhGp","Xavier A","https://www.rottentomatoes.com/profiles/NwBCDptBoUmvuoeFZKFm8IqnsbbCA6sdZsx4CW8FRRCv9izVSzgIjYuGGCDNu4VirLFjGu99CDqIjWflOFZQIv2uKGhoRFwQh2GUwYuBRhGp","Apr 20, 2024","Amazing! I watched it three times."
"https://www.rottentomatoes.com/profiles/bJgsa1hyKIMoIBAibwuwWF0XfbbCkBfwOHKAHjBs44CzlijQIWoF4biBBCZDFA4FJeIRLIXXCVbixGsOyiaeSWLua8CJXSKjcDRSLnFRwuwV","Fred L","https://www.rottentomatoes.com/profiles/bJgsa1hyKIMoIBAibwuwWF0XfbbCkBfwOHKAHjBs44CzlijQIWoF4biBBCZDFA4FJeIRLIXXCVbixGsOyiaeSWLua8CJXSKjcDRSLnFRwuwV","Apr 20, 2024","Missing some character like the young alia don't exist but she's the one who killed the baron Harkonnen.  For the real fan of Dune you must to see the Dune mini-serie of 2000 and the Children of Dune mini-serie of 2003,  ok the special effects is poor and the costume look more like a clown outfit, but the story is better and more accurate than this one."
"https://www.rottentomatoes.com/profiles/ryKtOeiAbupJCdmFqyIV8iYeFZZCrAtMaIR2HVAFGGCZQiPjFweI9zFmmCmLIXRTeKFbXIggC4RFO9fRxsqwiKJtZ2irPh1kHVjTDVixPFyv","Jason K","https://www.rottentomatoes.com/profiles/ryKtOeiAbupJCdmFqyIV8iYeFZZCrAtMaIR2HVAFGGCZQiPjFweI9zFmmCmLIXRTeKFbXIggC4RFO9fRxsqwiKJtZ2irPh1kHVjTDVixPFyv","Apr 19, 2024","This was great from beginning to end, I can’t wait for the third movie!"
"https://www.rottentomatoes.com/profiles/Rz4uAdclYFYMIn9f4AiWNsBjsAACVGCl2FNvflOInnCx6iQLiDYTvLFZZC6kTXkIelHB9TGGC9btPWuL4hZvTYRud1s9oh2bUBkIWZIk0FaD","Brian H","https://www.rottentomatoes.com/profiles/Rz4uAdclYFYMIn9f4AiWNsBjsAACVGCl2FNvflOInnCx6iQLiDYTvLFZZC6kTXkIelHB9TGGC9btPWuL4hZvTYRud1s9oh2bUBkIWZIk0FaD","Apr 19, 2024","I'm not a FAN of Dune lore. Sorry. Like watching paint dry."
"https://www.rottentomatoes.com/profiles/Bq8CKBTeqTgehrGI9dsKoc1ZIVVCqzt8VfBOIYdu99Cj9iOVS9WhkQtDDC1gFdLTOAhKaFppCMLSlRi0kh9YtL6H6JFaAcLbF2Aux6urdizv","Carl B","https://www.rottentomatoes.com/profiles/Bq8CKBTeqTgehrGI9dsKoc1ZIVVCqzt8VfBOIYdu99Cj9iOVS9WhkQtDDC1gFdLTOAhKaFppCMLSlRi0kh9YtL6H6JFaAcLbF2Aux6urdizv","Apr 19, 2024","Really enjoyed this,  it filled in the blanks and looked great, the book was hard to read but this did it justice."
"https://www.rottentomatoes.com/profiles/42Xuortk8TL0IXxhxahXZfLPhPPCM8Sg9TxeClLTyyC8oiRlfdZHqriyyCGVFa8f9pimDuOOCGPioZfKbsLjuOYspPiPZhbMTrjIBJuyaIMV","Candra B","https://www.rottentomatoes.com/profiles/42Xuortk8TL0IXxhxahXZfLPhPPCM8Sg9TxeClLTyyC8oiRlfdZHqriyyCGVFa8f9pimDuOOCGPioZfKbsLjuOYspPiPZhbMTrjIBJuyaIMV","Apr 19, 2024","Poor narrative with a lot of noise and big effects. Extremely disappointing."
"https://www.rottentomatoes.com/profiles/X6MiYkTALuBgi1ZfGzh8MhAxIRRCpwf6PsoeueQI11CPYiZNHOgUVkFooCnrILof4QulZcOOCmKsn8u02IpoibjIBguqrCY1uX0FMKFKxFlK","Max S","https://www.rottentomatoes.com/profiles/X6MiYkTALuBgi1ZfGzh8MhAxIRRCpwf6PsoeueQI11CPYiZNHOgUVkFooCnrILof4QulZcOOCmKsn8u02IpoibjIBguqrCY1uX0FMKFKxFlK","Apr 19, 2024","""Dune 2"" delivers an exhilarating experience that diverges from its predecessor in captivating ways. Its vast scope and breathtaking moments make for quite the compelling journey. The expansion of the narrative on a grand scale is commendable, showcasing the team's great work. 👍"
"https://www.rottentomatoes.com/profiles/JBRiqLFvoS4lTVLfjQIyLInQubbC0quYBtDjSApHaaCwNiJOirXFkdImmCWkuoauLAUVKc66CQoIBqsYPFayFrGTQZtVgF9xur1cXLFbzHgd","Ken C","https://www.rottentomatoes.com/profiles/JBRiqLFvoS4lTVLfjQIyLInQubbC0quYBtDjSApHaaCwNiJOirXFkdImmCWkuoauLAUVKc66CQoIBqsYPFayFrGTQZtVgF9xur1cXLFbzHgd","Apr 19, 2024","I honestly don't get all the hype. Just like the first ""instalment"" the movie was overlong, slow, dull and disappointing. Of course I shouldn't be too surprised since the books were dull as dishwater too. I guess Villeneuve can only take so much blame, as the saying goes - ""you can't make a silk purse out of a sow's ear"" after all."
"https://www.rottentomatoes.com/profiles/zWVs4wfYpszkF6AhmPuy4cNkimmC10ijKIePHBgHqqCzNiKAs4kCJXHvvCamux8sNbiBOIAACZwtZ8HOJFxnfYMCXDcm1IWOTB6tPqHGgtDg","Eduardo J V","https://www.rottentomatoes.com/profiles/zWVs4wfYpszkF6AhmPuy4cNkimmC10ijKIePHBgHqqCzNiKAs4kCJXHvvCamux8sNbiBOIAACZwtZ8HOJFxnfYMCXDcm1IWOTB6tPqHGgtDg","Apr 19, 2024","Una obra de arte en visualización, narrativa, personajes bien excelentes, condensada a tal grado de tener todo lo mejor respecto a la obra origital"
"https://www.rottentomatoes.com/profiles/NXBFDptkWimxFodhZJhdJiqPFbbCAOi8bSv8hZGIRRCv9izNs8Auj2HGGCRdu42FlBijKS99CDVujyT8WiZPF9ahKWTw0udQu2NFajc2qIGj","Lucas R","https://www.rottentomatoes.com/profiles/NXBFDptkWimxFodhZJhdJiqPFbbCAOi8bSv8hZGIRRCv9izNs8Auj2HGGCRdu42FlBijKS99CDVujyT8WiZPF9ahKWTw0udQu2NFajc2qIGj","Apr 19, 2024","Adorei, tudo magnifico, desde história magnífica, efeitos visuais magníficos, e muito mais, principalmente a ação decorrida na fictícia Arakis que pareciam que nos envolviam de uma maneira espetacular ao ponto de nos sentirmos lá."
"https://www.rottentomatoes.com/profiles/yrxsYLhqkFo9FMdUPyhqbsrzCjjCBwTezhz1feBh66CjAiBGHZyfNmhzzCLlFPJuqdFWmhxxCAnfmeI8oCBkI2ksDlfaQC1vC4WCO8h2OhaY","Mike K","https://www.rottentomatoes.com/profiles/yrxsYLhqkFo9FMdUPyhqbsrzCjjCBwTezhz1feBh66CjAiBGHZyfNmhzzCLlFPJuqdFWmhxxCAnfmeI8oCBkI2ksDlfaQC1vC4WCO8h2OhaY","Apr 19, 2024","I'm a long time scifi fan. They have made a decent movie from the books. Its fun to watch but kind of forgettable."
"https://www.rottentomatoes.com/profiles/QD8T61TmPf0mupQsvjuXGuaDc66CbJf6dfy2somHqqCRLi6NcQzs4qfppC84un8c1Rio8HDDC8nfxlhb8InWIX4s8WtNGFpjtmPHvLua1SML","Walter J","https://www.rottentomatoes.com/profiles/QD8T61TmPf0mupQsvjuXGuaDc66CbJf6dfy2somHqqCRLi6NcQzs4qfppC84un8c1Rio8HDDC8nfxlhb8InWIX4s8WtNGFpjtmPHvLua1SML","Apr 19, 2024","Loved it. Because of these movies I cannot wait to read the books. Zendaya was the only flaw for me. The angry little frowny fits she threw all movie seems very common to all her other roles"
"https://www.rottentomatoes.com/profiles/XPdsnQtAdHReFvYtGMf8yFAWHRRCpZhN2uowhedC11CPYiZzhxqSVPhooCJGFLkHR1SlJuOOCmjSzjFlVIOvt29Skgtkzhm6FXNtMKFKxFlN","Stone T","https://www.rottentomatoes.com/profiles/XPdsnQtAdHReFvYtGMf8yFAWHRRCpZhN2uowhedC11CPYiZzhxqSVPhooCJGFLkHR1SlJuOOCmjSzjFlVIOvt29Skgtkzhm6FXNtMKFKxFlN","Apr 19, 2024","Le film prend du temps à démarrer pour combler la présentation du premier film qui était incomplète. Une fois fais, il nous tient en haleine avec une histoire palpitante est un jeu d'acteur à souligner de la part de quasiment tout le casting à l'exception de Zendaya qui apparaît dans la majeure partie du film mais qui joue mal à en dormir le public, ça reste un très bon spectacle de science fiction et une adaptation quasi parfaite d'une grande oeuvre de science fiction qui nous laisse désirer sa suite"
"https://www.rottentomatoes.com/profiles/wP6U6DfmZFvAuLMiNRFvximpIVVCWzcKbS9RfbRs66CQoiPocPjSdwCBBCrOFQaFaBcevH99CYeFmksDyfMKhZgs8yh2xcqDuolCPWTvGfqZ","Chris G","https://www.rottentomatoes.com/profiles/wP6U6DfmZFvAuLMiNRFvximpIVVCWzcKbS9RfbRs66CQoiPocPjSdwCBBCrOFQaFaBcevH99CYeFmksDyfMKhZgs8yh2xcqDuolCPWTvGfqZ","Apr 19, 2024","Villeneuve's homage to frank herberts true intentions in terms of narrative shifts is wonderful and finds the emotional core that dune needed."
"https://www.rottentomatoes.com/profiles/ejzIy2TA6UxbTNZFG8fgvuw8TXXC1YINGibWuwDhDDClLiOKsowtvYF11CA8FVBcmNuq4SWWCjMILzIR0uemcyPcpACZRCv6TxLCQYFqku1J","Andreu B","https://www.rottentomatoes.com/profiles/ejzIy2TA6UxbTNZFG8fgvuw8TXXC1YINGibWuwDhDDClLiOKsowtvYF11CA8FVBcmNuq4SWWCjMILzIR0uemcyPcpACZRCv6TxLCQYFqku1J","Apr 19, 2024","Masterpiece. The best film of the year until now and great acting, visuals and splendid soundtrack. Need to be seen in the big screen."
"https://www.rottentomatoes.com/profiles/PDjHLyHM2IW6fkJu9jhLmiNVsZZCOjuWjUg0FJmuaaClKiO1FZ0ueKTBBC9aFbMcgeIqltqqCjouY9sG6hrkClNuYNIlzulZcrZH2NUGVukN","Kenneth Yaw A","https://www.rottentomatoes.com/profiles/PDjHLyHM2IW6fkJu9jhLmiNVsZZCOjuWjUg0FJmuaaClKiO1FZ0ueKTBBC9aFbMcgeIqltqqCjouY9sG6hrkClNuYNIlzulZcrZH2NUGVukN","Apr 19, 2024","Dune: Part Two absolutely blew me away!  For years, I thought adapting Frank Herbert's masterpiece was a fool's errand.  But then Denis Villeneuve stepped in, and let me tell you, the man's a visionary.  He's a master world-builder, and the one he's created for Dune is simply unparalleled.  Every detail, from the harsh beauty of Arrakis to the intricate designs of the Fremen culture, feels meticulously crafted and utterly believable.  The casting is spot-on too; each actor embodies their character perfectly, bringing depth and nuance to even the most minor roles.  And let's not forget the action!  The explosions are heart-stoppingly real, the fight choreography is top-notch, and every battle sequence is a visceral thrill ride.  Dune: Part Two is a masterclass in filmmaking, a rich and immersive experience that leaves you wanting desperately for more.  Part Three can't come soon enough!"
"","RJ","","Apr 19, 2024","I cant even count how many times I watched this movie! Im mesmerized :)

Most of the times I watched it in IMAX including 70mm but turns out its also very beautiful on the regular screen. Still recommend IMAX version as its getting re-released for the next 2 weeks starting 4/19. Yay! :)"
"https://www.rottentomatoes.com/profiles/2d2hWXsZ4TJQs9vfeVHzkt14TxxCbVh6muvmHpOFAACnqiWYu80Fwqi44CGvFJ2CYPcQwCNNCPnszqIAniqrcbnsL2IO6tPZsgZFj1sdKfm1","Michelle D","https://www.rottentomatoes.com/profiles/2d2hWXsZ4TJQs9vfeVHzkt14TxxCbVh6muvmHpOFAACnqiWYu80Fwqi44CGvFJ2CYPcQwCNNCPnszqIAniqrcbnsL2IO6tPZsgZFj1sdKfm1","Apr 19, 2024","I loved the first one with the awesome visuals and acting but this one seemed to have more action and definitely felt like it went by quicker than the actual run time. Definitely worth it and watching again soon!"
"https://www.rottentomatoes.com/profiles/r8NTpvuAgTGWh1pcqxTVQFGpiZZCrDCMxTRrcV0iGGCZQiPjFAGf9bsmmCmLIwntgGSbjFggCOGIOGuRaSDWsKoFZnSbyC1lSV1fKGcWrsJW","Mariela V","https://www.rottentomatoes.com/profiles/r8NTpvuAgTGWh1pcqxTVQFGpiZZCrDCMxTRrcV0iGGCZQiPjFAGf9bsmmCmLIwntgGSbjFggCOGIOGuRaSDWsKoFZnSbyC1lSV1fKGcWrsJW","Apr 19, 2024","the whole movie is just perfection. how amazingly it is produced and of the original stuff they added such as the audio aid, visual aid and ofc the acting is chef fucking kiss🤌🏼🤌🏼🤌🏼😩🩷"
"https://www.rottentomatoes.com/profiles/BQgSWGTYoSgMHrwT90SARS1DFVVCd6I1QhByhnzT99Cj9iJWS0ysRefDDCPDFpYcOoIK8tppCgyc6vc0PI9ecLpfgdcaPIAXT0AHxZIrdilw","Pierre Paolo J","https://www.rottentomatoes.com/profiles/BQgSWGTYoSgMHrwT90SARS1DFVVCd6I1QhByhnzT99Cj9iJWS0ysRefDDCPDFpYcOoIK8tppCgyc6vc0PI9ecLpfgdcaPIAXT0AHxZIrdilw","Apr 19, 2024","In this world of remakes, reboots and sequels Denis Villeneuves Dune is truly a breath of fresh air. Hoping to watch the 3rd film in theaters. As it was written."
"https://www.rottentomatoes.com/profiles/rygupRcLJspJCdQTQzFP4tGXuZZCPlsMwi6nfVgTGGCZQiPouwyF94ImmCmDuX2sgOhWAuggC4pfO9fRWIqKTKoFGJIryFQkuVXsKGcxRCyo","Brian G","https://www.rottentomatoes.com/profiles/rygupRcLJspJCdQTQzFP4tGXuZZCPlsMwi6nfVgTGGCZQiPouwyF94ImmCmDuX2sgOhWAuggC4pfO9fRWIqKTKoFGJIryFQkuVXsKGcxRCyo","Apr 19, 2024","Perfect in every way."
"https://www.rottentomatoes.com/profiles/m8yfDwTaWFeXIkecdZHQeHxbFVVCnzuJlT2rIANuLLCZoiJYfbNueySzzCrqID8Iq0uQzfPPCYDI0lTXbHP6u9jFaYCDASk8i4nhlAHGkf9g","Jacob K","https://www.rottentomatoes.com/profiles/m8yfDwTaWFeXIkecdZHQeHxbFVVCnzuJlT2rIANuLLCZoiJYfbNueySzzCrqID8Iq0uQzfPPCYDI0lTXbHP6u9jFaYCDASk8i4nhlAHGkf9g","Apr 19, 2024","A truly epic blockbuster in every sense of the word. A faithful and entertaining adaptation of the novel. Everyone should see it."
"","john w","","Apr 19, 2024","Great movie all the way through. Very suspenseful from the beginning to the end. Great acting. 1000x better than Civil War."
"https://www.rottentomatoes.com/profiles/BQDuKjSYqHdrczXC90SANhMetVVCqvI8kTBpuYzI99Cj9iOVS0XfR8SDDCP4upYcwYCv8IppCM8hlqhNzH9wCmMF6wSXZsAeF2BsAQsrpszv","Yasmin S","https://www.rottentomatoes.com/profiles/BQDuKjSYqHdrczXC90SANhMetVVCqvI8kTBpuYzI99Cj9iOVS0XfR8SDDCP4upYcwYCv8IppCM8hlqhNzH9wCmMF6wSXZsAeF2BsAQsrpszv","Apr 18, 2024","As a fan of the books and even the 1980s Dune, this movie has surpassed everything I could imagine. It’s the reason why movies are made. Everything from the acting, direction, sound, cinematography, and costumes was exceptional. I’ve watched it a couple of times since and it’s better every time because you notice little nuances throughout the film that you may have missed after the first viewing. It’s epic and an absolute masterpiece."
"https://www.rottentomatoes.com/profiles/yBXsYLhq0CKkTzkFPlHqPTAOHjjCY4fe4HzdHe2i66CjAiBGHY2I2qczzC6gT4vf1dIWmhxxCA6i4KuvXsBKS2aiDZTBdheQi4zFONs2VTa4","Jack M","https://www.rottentomatoes.com/profiles/yBXsYLhq0CKkTzkFPlHqPTAOHjjCY4fe4HzdHe2i66CjAiBGHY2I2qczzC6gT4vf1dIWmhxxCA6i4KuvXsBKS2aiDZTBdheQi4zFONs2VTa4","Apr 18, 2024","Denis Villeneuve does not disappoint in this incredible spectacle of a film. Zendaya’s great acting, a plot appropriately faithful to the incredible novel, some of the coolest cinematography I’ve ever seen, and amazing fight choreography are all tied together by an earth- shattering performance from Timothee Chalamet. The movie does drag, but that is easily forgiven by how incredibly action-packed the whole thing is. This is a movie I believe will stick with me a long time- and I have a feeling it’s only going to get better with age."
"https://www.rottentomatoes.com/profiles/AlBF6yuGeiJySnzF6NTZKHkOCaaC24S8LsqoukGiaaCyridNc6pfrpu11C8ASnxCXGuZQi99CrphO4Fn4SbJFpWtqGILDtLwfaDFRoImdHae","ERNESTO ELIU S","https://www.rottentomatoes.com/profiles/AlBF6yuGeiJySnzF6NTZKHkOCaaC24S8LsqoukGiaaCyridNc6pfrpu11C8ASnxCXGuZQi99CrphO4Fn4SbJFpWtqGILDtLwfaDFRoImdHae","Apr 18, 2024","Me gusto mucho, la banda sonora, actuaciones, fotografía"
"https://www.rottentomatoes.com/profiles/dQ8Helum4sLPTz2HDOTkqiV9SKKCvzs1Qu9KcNkseeC8yiAbcNOSvjFzzCOzFpeINaiG0fooCbmuwVFkJSDwsNqhY4u10hZdFqwFOmsrDFe6","Ian T","https://www.rottentomatoes.com/profiles/dQ8Helum4sLPTz2HDOTkqiV9SKKCvzs1Qu9KcNkseeC8yiAbcNOSvjFzzCOzFpeINaiG0fooCbmuwVFkJSDwsNqhY4u10hZdFqwFOmsrDFe6","Apr 18, 2024","The ending was a little rushed, but overall a great movie. Can’t wait for Dune: Messiah."
"https://www.rottentomatoes.com/profiles/oreHDYHJZH9gFN4herhaDiyVI66CJQIlZHzgcRWfllCZOipncxLTJvImmCXKu6bTdDubMTNNC0NI2Yh9ru2KfzaI0zIpKFxzfo0igzh9OhGO","","","Apr 18, 2024","Tremendous..
Potential to rival The Lord Of The Rings trilogy!!"
"https://www.rottentomatoes.com/profiles/wLghkmFGQFvLcqdFMlf0pco0HVVCbQFD4U9Dsbki66CQoi8xsYBcgxhBBCrOFQruMlhqAC99C1nsmafkWuMYSWNu2LHkyiqdhbduJRtaWcqN","Nick S","https://www.rottentomatoes.com/profiles/wLghkmFGQFvLcqdFMlf0pco0HVVCbQFD4U9Dsbki66CQoi8xsYBcgxhBBCrOFQruMlhqAC99C1nsmafkWuMYSWNu2LHkyiqdhbduJRtaWcqN","Apr 18, 2024","Excellent adaptation. This movie is pure art."
"https://www.rottentomatoes.com/profiles/802FM2fWNiNdSMji6zszWFj0ueeCMqT9YfV8UvZuGGCokiWgSzXuAjHllCqLuQ4FnxFk8CAACvyuRqIvoumyFV4IRGuNVuPlu2JIqkCzvIgL","Paballo R","https://www.rottentomatoes.com/profiles/802FM2fWNiNdSMji6zszWFj0ueeCMqT9YfV8UvZuGGCokiWgSzXuAjHllCqLuQ4FnxFk8CAACvyuRqIvoumyFV4IRGuNVuPlu2JIqkCzvIgL","Apr 18, 2024","(SPOILER ALERT) It's a great movie. Can't wait for part 3. I liked everything except the part where Paul seemed unbothered by her mother's changed personality after drinking the water of life. Or maybe something flew over my head there, idk."
"https://www.rottentomatoes.com/profiles/OyqIBKcgvfrqhwAfjDcBlFMLukkC8ofrLIWnf0ef22CNniz8H9pFLdSKKC9NSG1SeyHKjFGGCkVsL6TkRsYouogFolTKbi0KsRbumgIaYF8D","Jesse M","https://www.rottentomatoes.com/profiles/OyqIBKcgvfrqhwAfjDcBlFMLukkC8ofrLIWnf0ef22CNniz8H9pFLdSKKC9NSG1SeyHKjFGGCkVsL6TkRsYouogFolTKbi0KsRbumgIaYF8D","Apr 18, 2024","Best epic in years, top 5 ever.  
The sound is phenomenal. Best seen in theatres"
"https://www.rottentomatoes.com/profiles/wP6U6etm0IvgtLnfMDuvnsoaIVVCbkTKqI9zFbki66CQoi86iPoHgAiBBCxYuLVsMWIqOc99C1aSm1HkWuMofWkt8oI2DCqBTbrTJZcvZHbN","","","Apr 18, 2024","Best Sci Fi film in 25 years"
"https://www.rottentomatoes.com/profiles/AlGs6ohGNSkWipOhK0UZKHKPhaaC9Vsx4iqdTkGiaaCyridnI6nsr4i11C8kfgVTXDfmrc99CrbiOPTnosegFpNIe2cLouLrSv1tRwsmVhaX","Darren L","https://www.rottentomatoes.com/profiles/AlGs6ohGNSkWipOhK0UZKHKPhaaC9Vsx4iqdTkGiaaCyridnI6nsr4i11C8kfgVTXDfmrc99CrbiOPTnosegFpNIe2cLouLrSv1tRwsmVhaX","Apr 18, 2024","Nobody likes remakes. I get it. However, to spite the high reviews this is a worthless production that is cinematic with poor dialogue that doesn't particularly tell any story. While great to look at, it's just a collective conglomerate of images with poor dialogue, poor castings and even worse acting."
"https://www.rottentomatoes.com/profiles/GPlS0MFGlIeAsp4F2eFMmIwNCeeCQNiLZuVMfjZiRRCzRi1KTkwiwBFllCZvueKsjMTZliYYCDyuw1IgBHvmSmWuGgtx1IZqhJDi81hVWTYw","Jon G","https://www.rottentomatoes.com/profiles/GPlS0MFGlIeAsp4F2eFMmIwNCeeCQNiLZuVMfjZiRRCzRi1KTkwiwBFllCZvueKsjMTZliYYCDyuw1IgBHvmSmWuGgtx1IZqhJDi81hVWTYw","Apr 18, 2024","Well . . .  the movie was not anything like I expected - unfortunately,  I know the actual story, and saw the original Dune -- and this has very little to do with either.  In fact,  since I also saw Dune I -- which wasn't that bad,  it has little to do with that, either.   If you've seen the original -- do yourself a big favor and skip this totally messed up non-version.  You'll hate it.  As a movie, the first 3/4 were just plain boring.  It didn't follow the original story -- looked like it took place in the Middle East with a cast and costumes seemingly taken out of the Arabian slums, and speaking what sounded like an Arabic dialogue.  I found that kind of offensive.  What followed was a tedious attempt at the characters trying to explain the plot as unsuccessfully as possible.  It was awful.  Then,  the last half hour or so -- you get a total revision on what the original Dune was -- but with lots of action.  If you could somehow manage to rid your mind of the actual story by Frank Herbert -- that last part wasn't that bad -- three stars for that part, but you had to sit thru about 90 minutes or more of pure torture to get to it.   Anyway -- terrible script.  Lousy story.   Great cinematography of lousy scenes and scenery -- the direction was awful.  I don't understand  how this got good ratings."
"https://www.rottentomatoes.com/profiles/42zcoAuk0SLqfXxhxgFXriLwTPPCMLTg2HvZTlDsyyC8oiRwHdRfq4uyyCGwurzc9mSMxuOOCGKSoKideCLqSOBfBdCG8F19crbHB2FyVh1d","Jennifer H","https://www.rottentomatoes.com/profiles/42zcoAuk0SLqfXxhxgFXriLwTPPCMLTg2HvZTlDsyyC8oiRwHdRfq4uyyCGwurzc9mSMxuOOCGKSoKideCLqSOBfBdCG8F19crbHB2FyVh1d","Apr 18, 2024","I wish that I had read the book.  I probably still will.  The acting was great, the effects were great.  I wish, hope that there will be more.  I am not sure about the ending, that is why I wish that I had read the book.  It kinda leaves you handing like there will be another movie.  3 hours is a long time to sit in a theater but the Pavillions does have some very comfortable seats.  I didn't fall asleep but I am so ready for a nap."
"https://www.rottentomatoes.com/profiles/QwYF6XFmkHkQceWu6muXOfLRF66CbYhmkFQAs40iqqCRLi6muQaTK1ippC8gF0gI1yTeZuDDC8GFxKSbLuxPfXjS8WtNRh4dhm9svzfoZtMQ","Tanner B","https://www.rottentomatoes.com/profiles/QwYF6XFmkHkQceWu6muXOfLRF66CbYhmkFQAs40iqqCRLi6muQaTK1ippC8gF0gI1yTeZuDDC8GFxKSbLuxPfXjS8WtNRh4dhm9svzfoZtMQ","Apr 18, 2024","A fantastic spectacle of a movie!"
"https://www.rottentomatoes.com/profiles/X6yFY4fAGsBZS12ieMI8qsAWHRRCbkFN2uodiyQT11CPYiZoFOvtVYiooCJZubjc4dhz8uOOCmnFzQI0QuOkI2jskpFkATYjtXLcO2SzMulR","Sebastian M","https://www.rottentomatoes.com/profiles/X6yFY4fAGsBZS12ieMI8qsAWHRRCbkFN2uodiyQT11CPYiZoFOvtVYiooCJZubjc4dhz8uOOCmnFzQI0QuOkI2jskpFkATYjtXLcO2SzMulR","Apr 18, 2024","I loved this film. The pacing was right, the stroy telling, the action, the belief behind the reasoning and choices, the arcs, the drama, the dilemas. It was a masterpiece! The actors. the director are all amazing ! Well done ! I cant wait for the third and I want to see these actors and director more !!!"
"https://www.rottentomatoes.com/profiles/Qw4u6XFmPf0mup1SvmFJaUaDc66CBqT6esQJU40iqqCRLiPOidMc4nuppCdXungFrotoxIDDCpjIABf2ZIxpIXyiQyTN1T4jum6SvGiaRsX2","Marcus P","https://www.rottentomatoes.com/profiles/Qw4u6XFmPf0mup1SvmFJaUaDc66CBqT6esQJU40iqqCRLiPOidMc4nuppCdXungFrotoxIDDCpjIABf2ZIxpIXyiQyTN1T4jum6SvGiaRsX2","Apr 18, 2024","With its fast-paced action, shocking plot twists, and masterful soundtrack, Dune: Part Two puts its audience on the edge of their seats and leaves their heads spinning for hours afterward. I cannot remember a time when I was so enthralled by a film as I was when watching this remarkable sequel. It takes full advantage of the movie theater’s audio and visual superiority and, despite its longer-than-average runtime, keeps viewers actively engaged and hanging on every word and knife fight.
After a slow first entry to the new film depictions of Frank Herbert’s classic sci-fi novel series, Denis Villeneuve makes good use of the work cut out for him and only enhances it with his own contributions. The narrative, though expected by those familiar with the novels, is mostly foreign to Hollywood in its protagonist’s character arc—namely, in his downfall. Paul Atreides, seemingly justified in his pursuit of assimilating into the Fremen people to join in their rebellion against House Harkonnen, slowly crumbles under the pressure of those who suspect him to be the prophesied messiah figure of the Fremen. This downfall comes certainly as a surprise but is not unexplainable given his desire for vengeance, especially after the local Fremen village is destroyed by the Harkonnen.
The deep, underlying existential questions this film provokes are too innovative and refreshing. An example of this is how Paul’s rise to the Fremen throne highlights the reality that even the morally upright may be corrupted by unchecked access to power. His mission for justice quickly turns into a tyrannical bloodthirst as the one voice of reason, Chani, is drowned out by the voices of those singing his praise. The tragedy of their love story falling to pieces as he both pledges lifelong faithfulness to her and, in practically the same breath, takes the hand of Princess Irulan in a politically strategic betrothal was equally shocking since Dune: Part One left its audience anticipating only the continuation of their romance.
All in all, the groundbreaking elements of the plot, texture, and action sequences in Dune: Part Two left me eager for more. The underlying questions to do with corruption, oppression, and even messianic mythos offered unexpected depth. Call me a poor critic, but I don’t have anything negative to say about Villeneuve’s finest."
"https://www.rottentomatoes.com/profiles/LrGsx8Tg1uP0fYlTpocNbua4uvvCG0SWZi4YsVaF99CAYiYeIdKIVmsmmC4xunMS2aIzoIPPC2BiWvtWRTb1iBpUJ1CgGInquBQIM2fvRIb9","Daniel  P","https://www.rottentomatoes.com/profiles/LrGsx8Tg1uP0fYlTpocNbua4uvvCG0SWZi4YsVaF99CAYiYeIdKIVmsmmC4xunMS2aIzoIPPC2BiWvtWRTb1iBpUJ1CgGInquBQIM2fvRIb9","Apr 18, 2024","Simplemente espectacular un rotundo 5/5 no hay mas que agregar."
